No errors
No warnings
91 ms
data source=metars
4980 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KLCH 031937Z 36006KT 6SM -RA BR BKN006 BKN060 OVC085 14/13 A2962 RMK AO2 P0003 T01390128 $,KLCH,2024-02-03T19:37:00Z,30.1255,-93.2277,13.9,12.8,360,6,,6,29.62,,,,TRUE,TRUE,,,,,-RA BR,BKN,600,BKN,6000,OVC,8500,,,IFR,,,,,,0.03,,,,,,SPECI,2
KHEY 031937Z AUTO 10007KT 9SM FEW270 21/17 A2979 RMK AO2 SLP090,KHEY,2024-02-03T19:37:00Z,31.348,-85.655,21,17,100,7,,9,29.79,1009,,TRUE,TRUE,,,,,,,FEW,27000,,,,,,,VFR,,,,,,,,,,,,SPECI,95
KEST 031937Z AUTO 11014KT 1/4SM FG VV002 02/01 A2994 RMK AO2 T00170011,KEST,2024-02-03T19:37:00Z,43.4008,-94.7476,1.7,1.1,110,14,,0.25,29.94,,,TRUE,TRUE,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,SPECI,401
KBKX 031937Z AUTO 11011KT 4SM BR OVC004 02/02 A2988 RMK AO2 FZRANO,KBKX,2024-02-03T19:37:00Z,44.3075,-96.8183,2,2,110,11,,4,29.88,,,TRUE,TRUE,,,,TRUE,,BR,OVC,400,,,,,,,LIFR,,,,,,,,,,,,SPECI,494
KAIA 031937Z AUTO 12016KT 10SM BKN009 OVC013 06/05 A2957 RMK AO2 RAB07E17 CIG 006V012 P0000 T00560050,KAIA,2024-02-03T19:37:00Z,42.0573,-102.802,5.6,5,120,16,,10+,29.57,,,TRUE,TRUE,,,,,,,BKN,900,OVC,1300,,,,,IFR,,,,,,0.005,,,,,,SPECI,1198
K1EN 031937Z AUTO 14011KT M M M 02/02 A2956 RMK AO2 RAB01E37 SLP039 RVRNO $,K1EN,2024-02-03T19:37:00Z,47.75,-101.67,2,2,140,11,,,29.56,1003.9,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,SPECI,641
ETAD 031937Z AUTO 24011KT 9999 OVC003 08/07 A3032 RMK AO2 RAB04E05DZB05E22 SLP266 $,ETAD,2024-02-03T19:37:00Z,49.979,6.698,8,7,240,11,,6+,30.32,1026.6,,TRUE,TRUE,TRUE,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,365
CYYJ 031937Z 26006KT 30SM -RA FEW014 BKN040 BKN055 07/07 A3005 RMK SC2SC5SC1 SC TR SLP180,CYYJ,2024-02-03T19:37:00Z,48.642,-123.433,7,7,260,6,,30,30.05,1018,,,,,,,,,-RA,FEW,1400,BKN,4000,BKN,5500,,,VFR,,,,,,,,,,,,SPECI,16
PADQ 031936Z 19004KT 2SM -SN BR BKN021 OVC028 M04/M05 A2989 RMK AO2 SNB1855 P0001 T10441050 $,PADQ,2024-02-03T19:36:00Z,57.7507,-152.488,-4.4,-5,190,4,,2,29.89,,,,TRUE,TRUE,,,,,-SN BR,BKN,2100,OVC,2800,,,,,IFR,,,,,,0.01,,,,,,SPECI,5
PACX 031936Z AUTO 3/4SM BR BKN003 BKN120 M44/ A3014 RMK AO2 FZRANO $,PACX,2024-02-03T19:36:00Z,67.252,-150.204,-44,,,,,0.75,30.14,,,TRUE,TRUE,TRUE,,,TRUE,,BR,BKN,300,BKN,12000,,,,,LIFR,,,,,,,,,,,,SPECI,319
KVWU 031936Z AUTO 00000KT 10SM OVC007 01/M01 A3002 RMK AO2,KVWU,2024-02-03T19:36:00Z,48.1502,-94.512,1,-1,0,0,,10+,30.02,,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,359
KSPW 031936Z AUTO 10015KT 1 1/4SM BR OVC002 03/01 A2991 RMK AO2 T00280011 $,KSPW,2024-02-03T19:36:00Z,43.1682,-95.2101,2.8,1.1,100,15,,1.25,29.91,,,TRUE,TRUE,TRUE,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,407
KRCA 031936Z AUTO 05009KT 4SM -RA BKN005 OVC011 02/01 A2966 RMK AO2 CIG 003V011 SLP068 $,KRCA,2024-02-03T19:36:00Z,44.155,-103.118,2,1,50,9,,4,29.66,1006.8,,TRUE,TRUE,TRUE,,,,,-RA,BKN,500,OVC,1100,,,,,IFR,,,,,,,,,,,,SPECI,993
KPNM 031936Z AUTO 13004KT 10SM OVC012 02/M02 A3005 RMK AO2,KPNM,2024-02-03T19:36:00Z,45.556,-93.608,2,-2,130,4,,10+,30.05,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,298
KLAA 031936Z AUTO 11010KT 10SM SCT022 BKN030 08/03 A2945 RMK AO2 T00780028,KLAA,2024-02-03T19:36:00Z,38.0718,-102.687,7.8,2.8,110,10,,10+,29.45,,,TRUE,TRUE,,,,,,,SCT,2200,BKN,3000,,,,,MVFR,,,,,,,,,,,,SPECI,1129
KI69 031936Z AUTO 04005KT 10SM CLR 09/00 A3004 RMK AO1 T00860002,KI69,2024-02-03T19:36:00Z,39.078,-84.21,8.6,0.2,40,5,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238
KGOK 031936Z AUTO 18014G25KT 10SM SCT026 SCT031 14/08 A2954 RMK AO2 T01390083,KGOK,2024-02-03T19:36:00Z,35.8517,-97.4142,13.9,8.3,180,14,25,10+,29.54,,,TRUE,TRUE,,,,,,,SCT,2600,SCT,3100,,,,,VFR,,,,,,,,,,,,SPECI,326
KGKY 031936Z 19006G15KT 10SM FEW021 SCT026 18/11 A2954 RMK AO2 T01830111,KGKY,2024-02-03T19:36:00Z,32.6583,-97.0951,18.3,11.1,190,6,15,10+,29.54,,,,TRUE,,,,,,,FEW,2100,SCT,2600,,,,,VFR,,,,,,,,,,,,SPECI,189
KCOS 031936Z 02007KT 1/2SM R17L/4500VP6000FT SN FG FEW003 OVC011 01/00 A2948 RMK AO2 TWR VIS 3/4 P0007 T00110000,KCOS,2024-02-03T19:36:00Z,38.8095,-104.689,1.1,0,20,7,,0.5,29.48,,,,TRUE,,,,,,SN FG,FEW,300,OVC,1100,,,,,LIFR,,,,,,0.07,,,,,,SPECI,1886
TJPS 031935Z AUTO 15003KT 10SM FEW028 BKN050 OVC075 27/21 A2985 RMK AO2 PWINO,TJPS,2024-02-03T19:35:00Z,18.011,-66.567,27,21,150,3,,10+,29.85,,,TRUE,TRUE,,,,,TRUE,,FEW,2800,BKN,5000,OVC,7500,,,VFR,,,,,,,,,,,,METAR,12
SPST 031935Z 31004KT 2500 -RA BCFG SCT008 OVC020 23/23 Q1013,SPST,2024-02-03T19:35:00Z,-6.509,-76.373,23,23,310,4,,1.55,29.91,,,,,,,,,,-RA BCFG,SCT,800,OVC,2000,,,,,IFR,,,,,,,,,,,,SPECI,282
RKSG 031935Z 00000KT 3/8SM R32/1800V3000FT FG FEW001 03/03 A3029 RMK AO2A SLP261 $,RKSG,2024-02-03T19:35:00Z,36.962,127.031,3,3,0,0,,0.38,30.29,1026.1,,,TRUE,TRUE,,,,,FG,FEW,100,,,,,,,LIFR,,,,,,,,,,,,SPECI,12
RKJK 031935Z AUTO 00000KT 2 1/2SM BR BKN090 OVC120 04/03 A3026 RMK AO2 SLP252 $,RKJK,2024-02-03T19:35:00Z,35.9,126.618,4,3,0,0,,2.5,30.26,1025.2,,TRUE,TRUE,TRUE,,,,,BR,BKN,9000,OVC,12000,,,,,IFR,,,,,,,,,,,,SPECI,8
PGUA 031935Z AUTO 08020KT 4SM -RA BR BKN007 OVC014 25/24 A2998 RMK AO2 RAB05 CIG 007V014 SLP143,PGUA,2024-02-03T19:35:00Z,13.583,144.918,25,24,80,20,,4,29.98,1014.3,,TRUE,TRUE,,,,,,-RA BR,BKN,700,OVC,1400,,,,,IFR,,,,,,,,,,,,SPECI,159
PAUT 031935Z AUTO 18021G30KT 03/02 A2925 RMK AO2 PWINO,PAUT,2024-02-03T19:35:00Z,54.145,-165.604,3,2,180,21,30,,29.25,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,VFR,,,,,,,,,,,,METAR,25
PATC 031935Z AUTO 03029KT M1/4SM FZFG VV002 M29/M32 A3008 RMK AO2 PK WND 03034/1859 SLP204,PATC,2024-02-03T19:35:00Z,65.562,-167.924,-29,-32,30,29,,0.25,30.08,1020.4,,TRUE,TRUE,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,SPECI,77
PASX 031935Z AUTO 09004KT 9SM BKN027 OVC034 M24/M26 A3010 RMK AO2 SNE04 P0000 FZRANO,PASX,2024-02-03T19:35:00Z,60.476,-151.053,-24,-26,90,4,,9,30.10,,,TRUE,TRUE,,,,TRUE,,,BKN,2700,OVC,3400,,,,,MVFR,,,,,,0.005,,,,,,SPECI,28
PAKX 031935Z AUTO 00000KT 10SM M22/M24 A2987 RMK AO2,PAKX,2024-02-03T19:35:00Z,60.198,-154.323,-22,-24,0,0,,10+,29.87,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,88
PAIM 031935Z AUTO 00000KT 6SM CLR M39/ A3008 RMK AO2 SLP283,PAIM,2024-02-03T19:35:00Z,65.994,-153.695,-39,,0,0,,6,30.08,1028.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,309
PAFR 031935Z AUTO 00000KT 9SM BKN002 M31/M34 A3007 RMK AO2 BKN V SCT SLP206 $,PAFR,2024-02-03T19:35:00Z,61.263,-149.66,-31,-34,0,0,,9,30.07,1020.6,,TRUE,TRUE,TRUE,,,,,,BKN,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,106
PAAD 031935Z 24028KT 3/4SM SN OVC039 M25/M27 A3023 RMK AO2 T12501275,PAAD,2024-02-03T19:35:00Z,70.136,-146.29,-25,-27.5,240,28,,0.75,30.23,,,,TRUE,,,,,,SN,OVC,3900,,,,,,,LIFR,,,,,,,,,,,,METAR,8
KZPH 031935Z AUTO 05005KT 10SM CLR 23/08 A2985 RMK A02 T02310084,KZPH,2024-02-03T19:35:00Z,28.2268,-82.1564,23.1,8.4,50,5,,10+,29.85,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26
KZER 031935Z AUTO 32006KT 10SM CLR 03/M06 A3000 RMK AO2,KZER,2024-02-03T19:35:00Z,40.7072,-76.371,3,-6,320,6,,10+,30.00,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,518
KY70 031935Z AUTO 00000KT 10SM BKN009 00/M02 A3013 RMK AO2 T00031024,KY70,2024-02-03T19:35:00Z,42.9398,-85.0653,0.3,-2.4,0,0,,10+,30.13,,,TRUE,TRUE,,,,,,,BKN,900,,,,,,,IFR,,,,,,,,,,,,METAR,247
KY63 031935Z AUTO 13012G16KT 10SM OVC008 02/00 A2998 RMK AO2 T00230002,KY63,2024-02-03T19:35:00Z,45.9891,-95.9946,2.3,0.2,130,12,16,10+,29.98,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,367
KY51 031935Z AUTO 12006KT 10SM CLR 05/M01 A3004 RMK AO2,KY51,2024-02-03T19:35:00Z,43.5814,-90.8997,5,-1,120,6,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,390
KY49 031935Z AUTO 12003KT 10SM OVC004 00/00 A3001 RMK AO2 T00001001,KY49,2024-02-03T19:35:00Z,47.1599,-94.6433,0,-0.1,120,3,,10+,30.01,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,413
KY31 031935Z AUTO 30003KT 10SM CLR 03/M05 A3012 RMK AO2 T00301051,KY31,2024-02-03T19:35:00Z,44.2434,-84.18,3,-5.1,300,3,,10+,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,264
KY23 031935Z AUTO 17004KT 10SM SCT015 03/M02 A3008 RMK AO2 T00281022,KY23,2024-02-03T19:35:00Z,45.311,-91.638,2.8,-2.2,170,4,,10+,30.08,,,TRUE,TRUE,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,322
KY19 031935Z AUTO 13008KT M1/4SM FG OVC002 02/02 A2983 RMK AO2,KY19,2024-02-03T19:35:00Z,46.7648,-100.894,2,2,130,8,,0.25,29.83,,,TRUE,TRUE,,,,,,FG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,591
KXSA 031935Z AUTO 00000KT 10SM CLR 08/M02 A3005 RMK AO2 T00841018,KXSA,2024-02-03T19:35:00Z,37.8606,-76.9016,8.4,-1.8,0,0,,10+,30.05,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41
KXLL 031935Z AUTO 32004KT 10SM CLR 07/M04 A3003 RMK AO2,KXLL,2024-02-03T19:35:00Z,40.5704,-75.4894,7,-4,320,4,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,118
KXER 031935Z AUTO 13019G31KT 2SM BR CLR 19/18 A2959 RMK A01,KXER,2024-02-03T19:35:00Z,27.946,-90.997,19,18,130,19,31,2,29.59,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,40
KX60 031935Z AUTO 12006KT 10SM CLR 22/05 A2985 RMK AO2 T02230047,KX60,2024-02-03T19:35:00Z,29.3524,-82.4743,22.3,4.7,120,6,,10+,29.85,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
KX07 031935Z AUTO 10SM CLR 23/09 A2983 RMK A01,KX07,2024-02-03T19:35:00Z,27.8934,-81.6167,23,9,,,,10+,29.83,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,36
KWWR 031935Z AUTO 11014KT 10SM CLR 14/05 A2949 RMK AO2,KWWR,2024-02-03T19:35:00Z,36.4374,-99.5234,14,5,110,14,,10+,29.49,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,664
KWDR 031935Z AUTO 00000KT 10SM CLR 13/00 A2999 RMK AO2,KWDR,2024-02-03T19:35:00Z,33.981,-83.667,13,0,0,0,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,280
KW99 031935Z AUTO VRB03KT 10SM CLR 09/M03 A3003 RMK AO2 T00861032 $,KW99,2024-02-03T19:35:00Z,38.9947,-79.1421,8.6,-3.2,VRB,3,,10+,30.03,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,288
KW96 031935Z AUTO 32004KT 10SM CLR 09/M03 A3003 RMK AO1 T00891030,KW96,2024-02-03T19:35:00Z,37.5027,-77.126,8.9,-3,320,4,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35
KW81 031935Z AUTO 00000KT 10SM CLR 09/M06 A3002 RMK AO1 T00901063,KW81,2024-02-03T19:35:00Z,37.1813,-78.0977,9,-6.3,0,0,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,121
KW78 031935Z AUTO 36004KT 10SM CLR 11/M04 A3003 RMK AO1 T01121037,KW78,2024-02-03T19:35:00Z,36.7087,-78.846,11.2,-3.7,360,4,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,120
KW75 031935Z AUTO 08004KT 10SM CLR 07/M01 A3004 RMK AO1 T00681007,KW75,2024-02-03T19:35:00Z,37.6024,-76.4477,6.8,-0.7,80,4,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8
KW63 031935Z AUTO 01003KT 10SM CLR 11/M01 A3002 RMK AO1,KW63,2024-02-03T19:35:00Z,36.6008,-78.5559,11,-1,10,3,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126
KW43 031935Z AUTO 09007KT 10SM -RA SCT024 BKN050 OVC100 07/04 A2964 RMK AO2,KW43,2024-02-03T19:35:00Z,44.6607,-104.568,7,4,90,7,,10+,29.64,,,TRUE,TRUE,,,,,,-RA,SCT,2400,BKN,5000,OVC,10000,,,VFR,,,,,,,,,,,,METAR,1292
KW31 031935Z AUTO 04003KT 10SM CLR 10/M02 A3001 RMK AO1 T01001024,KW31,2024-02-03T19:35:00Z,36.9599,-78.1838,10,-2.4,40,3,,10+,30.01,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159
KW22 031935Z AUTO VRB03KT CLR 06/M01 A3003 RMK AO2,KW22,2024-02-03T19:35:00Z,39.001,-80.2712,6,-1,VRB,3,,,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,497
KW13 031935Z AUTO 00000KT 10SM CLR 09/M04 A3001 RMK AO1 T00861044,KW13,2024-02-03T19:35:00Z,38.077,-78.944,8.6,-4.4,0,0,,10+,30.01,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,440
KVYS 031935Z AUTO 09008KT 10SM CLR 07/02 A3003 RMK AO2 T00710024 TSNO,KVYS,2024-02-03T19:35:00Z,41.3517,-89.1496,7.1,2.4,90,8,,10+,30.03,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,198
KVVV 031935Z AUTO 14011KT 4SM BR OVC006 01/01 A2995 RMK AO2,KVVV,2024-02-03T19:35:00Z,45.2994,-96.4256,1,1,140,11,,4,29.95,,,TRUE,TRUE,,,,,,BR,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,334
KVVS 031935Z AUTO 01004KT 10SM CLR 05/M02 A3007 RMK AO2 T00521022,KVVS,2024-02-03T19:35:00Z,39.9581,-79.6575,5.2,-2.2,10,4,,10+,30.07,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,386
KVTP 031935Z AUTO 1/4SM SN OVC001 M06/M07 A2956 RMK AO2,KVTP,2024-02-03T19:35:00Z,37.512,-105.171,-6,-7,,,,0.25,29.56,,,TRUE,TRUE,,,,,,SN,OVC,100,,,,,,,LIFR,,,,,,,,,,,,METAR,3086
KVTI 031935Z AUTO 08010KT 5SM BR OVC008 02/01 A3001 RMK AO2 T00200011,KVTI,2024-02-03T19:35:00Z,42.2176,-92.0248,2,1.1,80,10,,5,30.01,,,TRUE,TRUE,,,,,,BR,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,256
KVPC 031935Z AUTO VRB07G14KT 070V140 10SM CLR 16/01 A2994 RMK AO2,KVPC,2024-02-03T19:35:00Z,34.1158,-84.8507,16,1,VRB,7,14,10+,29.94,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,234
KVNW 031935Z AUTO 05007KT 10SM OVC012 02/M01 A3011 RMK AO2,KVNW,2024-02-03T19:35:00Z,40.8633,-84.613,2,-1,50,7,,10+,30.11,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,238
KVNC 031935Z AUTO VRB06G13KT 10SM CLR 19/12 A2984 RMK AO2,KVNC,2024-02-03T19:35:00Z,27.0728,-82.44,19,12,VRB,6,13,10+,29.84,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
KVLL 031935Z AUTO 12003KT 10SM CLR 03/M04 A3016 RMK AO2 T00311039,KVLL,2024-02-03T19:35:00Z,42.543,-83.178,3.1,-3.9,120,3,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,214
KVKS 031935Z AUTO 12007G16KT 10SM SCT075 15/07 A2968 RMK A01,KVKS,2024-02-03T19:35:00Z,32.2359,-90.9269,15,7,120,7,16,10+,29.68,,,TRUE,TRUE,,,,,,,SCT,7500,,,,,,,VFR,,,,,,,,,,,,METAR,31
KVJI 031935Z AUTO 11004KT 10SM CLR 12/M03 A2996 RMK AO2 T01201031,KVJI,2024-02-03T19:35:00Z,36.6871,-82.037,12,-3.1,110,4,,10+,29.96,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,636
KVHN 031935Z AUTO 28022G35KT 10SM SCT060 11/M04 A2980 RMK AO2 T01131041,KVHN,2024-02-03T19:35:00Z,31.0602,-104.783,11.3,-4.1,280,22,35,10+,29.80,,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,1200
KVGC 031935Z AUTO 35006KT 10SM CLR 00/M05 A3007 RMK AO2,KVGC,2024-02-03T19:35:00Z,42.8444,-75.5637,0,-5,350,6,,10+,30.07,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346
KVER 031935Z AUTO 11012G16KT 10SM OVC120 15/07 A2981 RMK AO2 T01530074,KVER,2024-02-03T19:35:00Z,38.9496,-92.6842,15.3,7.4,110,12,16,10+,29.81,,,TRUE,TRUE,,,,,,,OVC,12000,,,,,,,VFR,,,,,,,,,,,,METAR,209
KVDI 031935Z AUTO 11003KT 10SM CLR 18/08 A2994 RMK AO2,KVDI,2024-02-03T19:35:00Z,32.1933,-82.3642,18,8,110,3,,10+,29.94,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,81
KVDF 031935Z AUTO 07006KT 10SM CLR 23/10 A2983 RMK AO2,KVDF,2024-02-03T19:35:00Z,28.0198,-82.3415,23,10,70,6,,10+,29.83,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
KVCV 031935Z AUTO 23008KT 10SM CLR 11/M02 A2999 RMK AO2,KVCV,2024-02-03T19:35:00Z,34.5933,-117.389,11,-2,230,8,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,871
KVBW 031935Z AUTO 07005KT 10SM CLR 10/M02 A3000 RMK AO1 T00951025,KVBW,2024-02-03T19:35:00Z,38.366,-78.968,9.5,-2.5,70,5,,10+,30.00,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,362
KVAF 031935Z AUTO 01006KT 10SM CLR 20/14 A2958 RMK A01,KVAF,2024-02-03T19:35:00Z,27.354,-94.625,20,14,10,6,,10+,29.58,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38
KUYF 031935Z AUTO 05007KT 10SM CLR 06/M01 A3008 RMK AO2,KUYF,2024-02-03T19:35:00Z,39.9312,-83.465,6,-1,50,7,,10+,30.08,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,326
KUXL 031935Z AUTO 03005KT 10SM RA OVC090 15/15 A2961 RMK AO2 T01500145,KUXL,2024-02-03T19:35:00Z,30.135,-93.3767,15,14.5,30,5,,10+,29.61,,,TRUE,TRUE,,,,,,RA,OVC,9000,,,,,,,VFR,,,,,,,,,,,,METAR,2
KUVA 031935Z AUTO 31015KT SCT110 21/02 A2967 RMK AO2 T02100022 PWINO,KUVA,2024-02-03T19:35:00Z,29.2135,-99.743,21,2.2,310,15,,,29.67,,,TRUE,TRUE,,,,,TRUE,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,285
KUUV 031935Z AUTO 10008KT 10SM OVC110 15/05 A2987 RMK AO2,KUUV,2024-02-03T19:35:00Z,38.2335,-91.1609,15,5,100,8,,10+,29.87,,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,284
KUTS 031935Z AUTO 08004KT 10SM BKN016 18/14 A2958 RMK AO2 PRESFR T01780144,KUTS,2024-02-03T19:35:00Z,30.7443,-95.5866,17.8,14.4,80,4,,10+,29.58,,,TRUE,TRUE,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,103
KUTA 031935Z AUTO 16009KT 10SM CLR 20/09 A2976 RMK AO2 T01960088 $,KUTA,2024-02-03T19:35:00Z,34.6766,-90.344,19.6,8.8,160,9,,10+,29.76,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,58
KUSE 031935Z AUTO 06006KT 10SM OVC012 01/01 A3013 RMK AO2,KUSE,2024-02-03T19:35:00Z,41.6118,-84.1275,1,1,60,6,,10+,30.13,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,237
KUOX 031935Z AUTO 13009KT 110V170 10SM CLR 21/05 A2979 RMK AO2 PWINO,KUOX,2024-02-03T19:35:00Z,34.3851,-89.5435,21,5,130,9,,10+,29.79,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,123
KUNI 031935Z AUTO 05003KT 10SM CLR 10/M01 A3006 RMK AO2 T00991014,KUNI,2024-02-03T19:35:00Z,39.2129,-82.2204,9.9,-1.4,50,3,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,232
KUMP 031935Z AUTO 09006KT 10SM CLR 06/01 A3005 RMK AO2 T00550009,KUMP,2024-02-03T19:35:00Z,39.936,-86.0478,5.5,0.9,90,6,,10+,30.05,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,247
KULM 031935Z AUTO 14008KT 10SM OVC009 02/M01 A2999 RMK AO2,KULM,2024-02-03T19:35:00Z,44.3228,-94.5024,2,-1,140,8,,10+,29.99,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,305
KUKT 031935Z AUTO 29006KT 10SM CLR 07/M05 A3002 RMK A01,KUKT,2024-02-03T19:35:00Z,40.4368,-75.3802,7,-5,290,6,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,156
KUKL 031935Z AUTO 11013KT 10SM -RA SCT012 OVC029 11/10 A2967 RMK AO2 T01120100,KUKL,2024-02-03T19:35:00Z,38.3041,-95.7217,11.2,10,110,13,,10+,29.67,,,TRUE,TRUE,,,,,,-RA,SCT,1200,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,357
KUCY 031935Z AUTO 11005KT 10SM CLR 20/07 A2982 RMK A01,KUCY,2024-02-03T19:35:00Z,36.3778,-88.9878,20,7,110,5,,10+,29.82,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,97
